id	rate
05095	152.33
05097	152.33
05099	152.33
05101	165.67
05103	152.33
05105	152.33
05107	152.33
05109	152.33
05111	152.33
05113	152.33
05115	152.33
05117	152.33
05119	152.33
05121	152.33
05123	152.33
05125	152.33
05127	165.67
05129	152.33
05131	165.67
05133	152.33
05135	152.33
05137	152.33
05139	152.33
05141	152.33
05143	165.67
05145	152.33
05147	152.33
05149	152.33
06001	237.67
06003	184.33
06005	184.33
06007	182.00
06009	184.33
06011	217.00
06013	237.67
06015	182.00
06017	217.00
06019	192.33
06021	182.00
06023	182.00
06025	207.00
06027	192.33
06029	195.33
06031	192.33
06033	217.00
06035	182.00
06037	202.67
06039	192.33
06041	237.67
06043	192.33
06045	182.00
06047	188.67
06049	182.00
06051	192.33
06053	213.33
06055	237.67
06057	182.00
06059	202.67
06061	217.00
06063	182.00
06065	202.67
06067	217.00
06069	213.33
06071	202.67
06073	207.00
06075	237.67
06077	184.33
06079	203.67
06081	237.67
06083	208.67
06085	237.67
06087	237.67
06089	182.00
06091	182.00
06093	182.00
06095	237.67
06097	237.67
06099	188.67
06101	217.00
06103	182.00
06105	182.00
06107	192.33
06109	188.67
06111	208.67
06113	217.00
06115	217.00
08001	220.33
08003	184.67
08005	220.33
08007	184.67
08009	184.67
08011	184.67
08013	220.33
08014	220.33
08015	184.67
08017	184.67
08019	220.33
08021	184.67
08023	184.67
08025	184.67
08027	184.67
08029	220.33
08031	220.33
08033	184.67
08035	220.33
08037	220.33
08039	220.33
08041	184.67
08043	184.67
08045	220.33
08047	220.33
08049	220.33
08051	184.67
08053	220.33
08055	184.67
08057	200.67
08059	220.33
08061	184.67
08063	184.67
08065	220.33
08067	184.67
08069	200.67
08071	184.67
08073	184.67
08075	220.33
08077	220.33
08079	220.33
08081	220.33
08083	184.67
08085	184.67
08087	220.33
08089	184.67
08091	184.67
08093	220.33
08095	220.33
08097	220.33
08099	184.67
08101	184.67
08103	220.33
08105	184.67
08107	220.33
08109	184.67
08111	220.33
08113	184.67
08115	220.33
08117	220.33
08119	184.67
08121	220.33
08123	220.33
08125	220.33
09001	264.33
09003	264.33
09005	264.33
09007	264.33
09009	264.33
09011	264.33
09013	264.33
09015	264.33
10001	227.00
10003	227.00
10005	227.00
11001	220.33
12001	182.67
12003	197.00
12005	182.67
12007	197.00
12009	190.00
12011	177.67
12013	182.67
12015	181.33
12017	182.67
12019	197.00
12021	201.00
12023	197.00
12027	181.33
12029	182.67
12031	197.00
12033	182.67
12035	183.67
12037	182.67
12039	197.00
12041	182.67
12043	192.33
12045	182.67
12047	197.00
12049	172.33
12051	192.33
12053	185.67
12055	172.33
12057	185.67
12059	197.00
12061	169.00
12063	197.00
12065	197.00
12067	182.67
12069	184.33
12071	192.33
12073	197.00
12075	182.67
12077	182.67
12079	197.00
12081	197.67
12083	182.67
12085	169.00
12086	177.67
12087	177.67
12089	197.00
12091	182.67
12093	169.00
12095	184.33
12097	184.33
12099	208.00
12101	185.67
12103	185.67
12105	172.33
12107	182.67
12109	197.00
12111	169.00
12113	182.67
12115	197.67
12117	184.33
12119	182.67
12121	197.00
12123	182.67
12125	197.00
12127	183.67
12129	182.67
12131	182.67
12133	182.67
13001	154.33
13003	144.33
13005	154.33
13007	144.33
13009	144.33
13011	171.67
13013	171.67
13015	171.67
13017	144.33
13019	144.33
13021	144.33
13023	144.33
13025	154.33
13027	144.33
13029	154.33
13031	154.33
13033	162.00
13035	144.33
13037	144.33
13039	154.33
13043	154.33
13045	171.67
13047	171.67
13049	154.33
13051	154.33
13053	144.33
13055	171.67
13057	171.67
13059	171.67
13061	144.33
13063	171.67
13065	154.33
13067	171.67
13069	144.33
13071	144.33
13073	162.00
13075	144.33
13077	171.67
13079	144.33
13081	144.33
13083	171.67
13085	171.67
13087	144.33
13089	171.67
13091	144.33
13093	144.33
13095	144.33
13097	171.67
13099	144.33
13101	154.33
13103	154.33
13105	162.00
13107	162.00
13109	154.33
13111	171.67
13113	171.67
13115	171.67
13117	171.67
13119	171.67
13121	171.67
13123	171.67
13125	162.00
13127	154.33
13129	171.67
13131	144.33
13133	171.67
13135	171.67
13137	171.67
13139	171.67
13141	144.33
13143	171.67
13145	144.33
13147	171.67
13149	171.67
13151	171.67
13153	144.33
13155	144.33
13157	171.67
13159	144.33
13161	154.33
13163	162.00
13165	162.00
13167	144.33
13169	144.33
13171	144.33
13173	144.33
13175	144.33
13177	144.33
13179	154.33
13181	162.00
13183	154.33
13185	144.33
13187	171.67
13189	162.00
13191	154.33
13193	144.33
13195	171.67
13197	144.33
13199	144.33
13201	144.33
13205	144.33
13207	144.33
13209	144.33
13211	171.67
13213	171.67
13215	144.33
13217	171.67
13219	171.67
13221	171.67
13223	171.67
13225	144.33
13227	171.67
13229	154.33
13231	144.33
13233	171.67
13235	144.33
13237	144.33
13239	144.33
13241	171.67
13243	144.33
13245	162.00
13247	171.67
13249	144.33
13251	162.00
13253	144.33
13255	171.67
13257	171.67
13259	144.33
13261	144.33
13263	144.33
13265	162.00
13267	154.33
13269	144.33
13271	144.33
13273	144.33
13275	144.33
13277	144.33
13279	154.33
13281	171.67
13283	144.33
13285	144.33
13287	144.33
13289	144.33
13291	171.67
13293	144.33
13295	171.67
13297	171.67
13299	154.33
13301	162.00
13303	162.00
13305	154.33
13307	144.33
13309	144.33
13311	171.67
13313	171.67
13315	144.33
13317	162.00
13319	144.33
13321	144.33
15001	240.00
15003	240.00
15005	240.00
15007	240.00
15009	240.00
16001	173.33
16003	173.33
16005	173.33
16007	173.33
16009	173.33
16011	173.33
16013	173.33
16015	173.33
16017	173.33
16019	173.33
16021	173.33
16023	173.33
16025	173.33
16027	173.33
16029	173.33
16031	173.33
16033	173.33
16035	173.33
16037	173.33
16039	173.33
16041	173.33
16043	173.33
16045	173.33
16047	173.33
16049	173.33
16051	173.33
16053	173.33
16055	173.33
16057	173.33
16059	173.33
16061	173.33
16063	173.33
16065	173.33
16067	173.33
16069	173.33
16071	173.33
16073	173.33
16075	173.33
16077	173.33
16079	173.33
16081	173.33
16083	173.33
16085	173.33
16087	173.33
17001	159.00
17003	159.00
17005	159.00
17007	165.67
17009	159.00
17011	164.67
17013	159.00
17015	165.67
17017	159.00
17019	174.33
17021	159.00
17023	174.33
17025	159.00
17027	159.00
17029	174.33
17031	205.67
17033	174.33
17035	174.33
17037	165.67
17039	174.33
17041	174.33
17043	205.67
17045	174.33
17047	174.33
17049	159.00
17051	159.00
17053	174.33
17055	159.00
17057	164.67
17059	159.00
17061	159.00
17063	205.67
17065	159.00
17067	164.67
17069	159.00
17071	158.33
17073	158.33
17075	174.33
17077	159.00
17079	174.33
17081	159.00
17083	159.00
17085	165.67
17087	159.00
17089	205.67
17091	205.67
17093	205.67
17095	164.67
17097	205.67
17099	164.67
17101	174.33
17103	165.67
17105	174.33
17107	159.00
17109	164.67
17111	165.67
17113	164.67
17115	159.00
17117	159.00
17119	159.00
17121	159.00
17123	164.67
17125	164.67
17127	159.00
17129	159.00
17131	158.33
17133	159.00
17135	159.00
17137	159.00
17139	174.33
17141	165.67
17143	164.67
17145	159.00
17147	174.33
17149	159.00
17151	159.00
17153	159.00
17155	164.67
17157	159.00
17159	174.33
17161	158.33
17163	159.00
17165	159.00
17167	159.00
17169	164.67
17171	159.00
17173	159.00
17175	164.67
17177	165.67
17179	164.67
17181	159.00
17183	174.33
17185	174.33
17187	158.33
17189	159.00
17191	159.00
17193	174.33
17195	158.33
17197	205.67
17199	159.00
17201	165.67
17203	164.67
18001	167.00
18003	167.00
18005	174.00
18007	172.67
18009	167.00
18011	174.00
18013	174.00
18015	172.67
18017	172.67
18019	174.00
18021	174.00
18023	172.67
18025	166.67
18027	166.67
18029	174.00
18031	174.00
18033	167.00
18035	174.00
18037	166.67
18039	177.00
18041	174.00
18043	166.67
18045	172.67
18047	174.00
18049	177.00
18051	166.67
18053	167.00
18055	174.00
18057	174.00
18059	174.00
18061	166.67
18063	174.00
18065	174.00
18067	172.67
18069	167.00
18071	174.00
18073	205.67
18075	167.00
18077	174.00
18079	174.00
18081	174.00
18083	166.67
18085	177.00
18087	167.00
18089	205.67
18091	177.00
18093	174.00
18095	174.00
18097	174.00
18099	177.00
18101	166.67
18103	172.67
18105	174.00
18107	172.67
18109	174.00
18111	205.67
18113	167.00
18115	174.00
18117	166.67
18119	174.00
18121	172.67
18123	166.67
18125	166.67
18127	205.67
18129	166.67
18131	177.00
18133	174.00
18135	167.00
18137	174.00
18139	174.00
18141	177.00
18143	174.00
18145	174.00
18147	166.67
18149	177.00
18151	167.00
18153	166.67
18155	174.00
18157	172.67
18159	174.00
18161	174.00
18163	166.67
18165	172.67
18167	174.00
18169	167.00
18171	172.67
18173	166.67
18175	174.00
18177	174.00
18179	167.00
18181	172.67
18183	167.00
19001	188.67
19003	188.67
19005	167.33
19007	188.67
19009	188.67
19011	167.33
19013	167.33
19015	188.67
19017	167.33
19019	167.33
19021	188.67
19023	167.33
19025	188.67
19027	188.67
19029	188.67
19031	158.33
19033	188.67
19035	188.67
19037	167.33
19039	188.67
19041	188.67
19043	167.33
19045	158.33
19047	188.67
19049	188.67
19051	188.67
19053	188.67
19055	167.33
19057	158.33
19059	188.67
19061	167.33
19063	188.67
19065	167.33
19067	167.33
19069	188.67
19071	188.67
19073	188.67
19075	167.33
19077	188.67
19079	188.67
19081	188.67
19083	188.67
19085	188.67
19087	158.33
19089	167.33
19091	188.67
19093	188.67
19095	167.33
19097	158.33
19099	188.67
19101	167.33
19103	167.33
19105	167.33
19107	167.33
19109	188.67
19111	158.33
19113	167.33
19115	158.33
19117	188.67
19119	188.67
19121	188.67
19123	188.67
19125	188.67
19127	188.67
19129	188.67
19131	167.33
19133	188.67
19135	188.67
19137	188.67
19139	158.33
19141	188.67
19143	188.67
19145	188.67
19147	188.67
19149	188.67
19151	188.67
19153	188.67
19155	188.67
19157	188.67
19159	188.67
19161	188.67
19163	158.33
19165	188.67
19167	188.67
19169	188.67
19171	167.33
19173	188.67
19175	188.67
19177	158.33
19179	188.67
19181	188.67
19183	167.33
19185	188.67
19187	188.67
19189	188.67
19191	167.33
19193	188.67
19195	188.67
19197	188.67
20001	181.00
20003	181.00
20005	175.33
20007	161.00
20009	161.00
20011	175.33
20013	181.00
20015	161.00
20017	161.00
20019	161.00
20021	175.33
20023	161.00
20025	161.00
20027	181.00
20029	181.00
20031	181.00
20033	161.00
20035	161.00
20037	175.33
20039	161.00
20041	181.00
20043	175.33
20045	181.00
20047	161.00
20049	161.00
20051	161.00
20053	161.00
20055	161.00
20057	161.00
20059	181.00
20061	181.00
20063	161.00
20065	161.00
20067	161.00
20069	161.00
20071	161.00
20073	161.00
20075	161.00
20077	161.00
20079	161.00
20081	161.00
20083	175.33
20085	181.00
20087	181.00
20089	181.00
20091	175.33
20093	161.00
20095	161.00
20097	161.00
20099	161.00
20101	161.00
20103	175.33
20105	161.00
20107	175.33
20109	161.00
20111	181.00
20113	161.00
20115	161.00
20117	181.00
20119	161.00
20121	175.33
20123	161.00
20125	161.00
20127	181.00
20129	161.00
20131	181.00
20133	181.00
20135	161.00
20137	161.00
20139	181.00
20141	161.00
20143	161.00
20145	161.00
20147	161.00
20149	181.00
20151	161.00
20153	161.00
20155	161.00
20157	181.00
20159	161.00
20161	181.00
20163	161.00
20165	161.00
20167	161.00
20169	161.00
20171	161.00
20173	161.00
20175	161.00
20177	181.00
20179	161.00
20181	161.00
20183	161.00
20185	161.00
20187	161.00
20189	161.00
20191	161.00
20193	161.00
20195	161.00
20197	181.00
20199	161.00
20201	181.00
20203	161.00
20205	161.00
20207	181.00
20209	175.33
21001	163.00
21003	181.00
21005	163.00
21007	166.67
21009	181.00
21011	163.00
21013	163.00
21015	163.00
21017	163.00
21019	163.00
21021	163.00
21023	163.00
21025	163.00
21027	181.00
21029	181.00
21031	166.67
21033	166.67
21035	166.67
21037	163.00
21039	166.67
21041	181.00
21043	163.00
21045	163.00
21047	166.67
21049	163.00
21051	163.00
21053	163.00
21055	166.67
21057	181.00
21059	166.67
21061	181.00
21063	163.00
21065	163.00
21067	163.00
21069	163.00
21071	163.00
21073	163.00
21075	166.67
21077	163.00
21079	163.00
21081	163.00
21083	166.67
21085	181.00
21087	181.00
21089	163.00
21091	166.67
21093	181.00
21095	163.00
21097	163.00
21099	181.00
21101	166.67
21103	181.00
21105	166.67
21107	166.67
21109	163.00
21111	181.00
21113	163.00
21115	163.00
21117	163.00
21119	163.00
21121	163.00
21123	181.00
21125	163.00
21127	163.00
21129	163.00
21131	163.00
21133	163.00
21135	163.00
21137	163.00
21139	166.67
21141	166.67
21143	166.67
21145	166.67
21147	163.00
21149	166.67
21151	163.00
21153	163.00
21155	181.00
21157	166.67
21159	163.00
21161	163.00
21163	181.00
21165	163.00
21167	163.00
21169	181.00
21171	181.00
21173	163.00
21175	163.00
21177	166.67
21179	181.00
21181	163.00
21183	166.67
21185	181.00
21187	163.00
21189	163.00
21191	163.00
21193	163.00
21195	163.00
21197	163.00
21199	163.00
21201	163.00
21203	163.00
21205	163.00
21207	163.00
21209	163.00
21211	181.00
21213	166.67
21215	181.00
21217	181.00
21219	166.67
21221	166.67
21223	181.00
21225	166.67
21227	166.67
21229	181.00
21231	163.00
21233	166.67
21235	163.00
21237	163.00
21239	163.00
22001	127.33
22003	127.33
22005	139.33
22007	139.33
22009	127.33
22011	127.33
22013	127.67
22015	127.67
22017	127.67
22019	127.33
22021	127.67
22023	127.33
22025	139.33
22027	127.67
22029	139.33
22031	127.67
22033	139.33
22035	127.67
22037	139.33
22039	127.33
22041	127.67
22043	127.67
22045	127.33
22047	139.33
22049	127.67
22051	151.00
22053	127.33
22055	127.33
22057	151.00
22059	127.33
22061	127.67
22063	139.33
22065	139.33
22067	127.67
22069	127.67
22071	151.00
22073	127.67
22075	151.00
22077	139.33
22079	127.33
22081	127.67
22083	127.67
22085	127.67
22087	151.00
22089	151.00
22091	139.33
22093	139.33
22095	151.00
22097	127.33
22099	127.33
22101	127.33
22103	151.00
22105	139.33
22107	139.33
22109	151.00
22111	127.67
22113	127.33
22115	127.33
22117	151.00
22119	127.67
22121	139.33
22123	127.67
22125	139.33
22127	127.67
23001	244.33
23003	244.33
23005	244.33
23007	244.33
23009	244.33
23011	244.33
23013	244.33
23015	244.33
23017	244.33
23019	244.33
23021	244.33
23023	244.33
23025	244.33
23027	244.33
23029	244.33
23031	244.33
24001	220.33
24003	220.33
24005	220.33
24009	220.33
24011	220.33
24013	220.33
24015	220.33
24017	220.33
24019	220.33
24021	220.33
24023	220.33
24025	220.33
24027	220.33
24029	220.33
24031	220.33
24033	220.33
24035	220.33
24037	220.33
24039	220.33
24041	220.33
24043	220.33
24045	220.33
24047	220.33
24510	220.33
25001	210.33
25003	231.00
25005	210.33
25007	210.33
25009	264.00
25011	231.00
25013	231.00
25015	231.00
25017	264.00
25019	210.33
25021	264.00
25023	264.00
25025	264.00
25027	264.00
26001	180.00
26003	201.00
26005	201.00
26007	180.00
26009	180.00
26011	180.00
26013	201.00
26015	194.33
26017	180.00
26019	201.00
26021	194.33
26023	194.33
26025	194.33
26027	194.33
26029	180.00
26031	180.00
26033	180.00
26035	180.00
26037	194.00
26039	180.00
26041	201.00
26043	201.00
26045	194.00
26047	180.00
26049	208.33
26051	180.00
26053	201.00
26055	180.00
26057	180.00
26059	194.33
26061	201.00
26063	180.00
26065	194.00
26067	201.00
26069	180.00
26071	201.00
26073	180.00
26075	208.33
26077	194.33
26079	180.00
26081	201.00
26083	201.00
26085	201.00
26087	208.33
26089	180.00
26091	208.33
26093	208.33
26095	180.00
26097	180.00
26099	208.33
26101	201.00
26103	201.00
26105	201.00
26107	201.00
26109	201.00
26111	180.00
26113	180.00
26115	208.33
26117	201.00
26119	180.00
26121	201.00
26123	201.00
26125	208.33
26127	201.00
26129	180.00
26131	201.00
26133	180.00
26135	180.00
26137	180.00
26139	201.00
26141	180.00
26143	180.00
26145	180.00
26147	208.33
26149	194.33
26151	208.33
26153	180.00
26155	208.33
26157	180.00
26159	194.33
26161	208.33
26163	208.33
26165	180.00
27001	183.67
27003	225.33
27005	208.33
27007	208.33
27009	225.33
27011	208.33
27013	225.33
27015	225.33
27017	183.67
27019	225.33
27021	183.67
27023	225.33
27025	225.33
27027	208.33
27029	208.33
27031	183.67
27033	225.33
27035	183.67
27037	225.33
27039	225.33
27041	208.33
27043	225.33
27045	225.33
27047	225.33
27049	225.33
27051	208.33
27053	225.33
27055	225.33
27057	208.33
27059	225.33
27061	183.67
27063	225.33
27065	225.33
27067	225.33
27069	208.33
27071	183.67
27073	208.33
27075	183.67
27077	208.33
27079	225.33
27081	225.33
27083	225.33
27085	225.33
27087	208.33
27089	208.33
27091	225.33
27093	225.33
27095	225.33
27097	225.33
27099	225.33
27101	225.33
27103	225.33
27105	225.33
27107	208.33
27109	225.33
27111	208.33
27113	208.33
27115	183.67
27117	225.33
27119	208.33
27121	208.33
27123	225.33
27125	208.33
27127	225.33
27129	225.33
27131	225.33
27133	225.33
27135	208.33
27137	183.67
27139	225.33
27141	225.33
27143	225.33
27145	225.33
27147	225.33
27149	208.33
27151	225.33
27153	208.33
27155	208.33
27157	225.33
27159	208.33
27161	225.33
27163	225.33
27165	225.33
27167	208.33
27169	225.33
27171	225.33
27173	225.33
28001	143.67
28003	143.67
28005	143.67
28007	143.67
28009	143.67
28011	143.67
28013	143.67
28015	143.67
28017	143.67
28019	143.67
28021	143.67
28023	143.67
28025	143.67
28027	143.67
28029	143.67
28031	143.67
28033	143.67
28035	157.67
28037	143.67
28039	157.67
28041	157.67
28043	143.67
28045	157.67
28047	157.67
28049	143.67
28051	143.67
28053	143.67
28055	143.67
28057	143.67
28059	157.67
28061	143.67
28063	143.67
28065	143.67
28067	143.67
28069	143.67
28071	143.67
28073	157.67
28075	143.67
28077	143.67
28079	143.67
28081	143.67
28083	143.67
28085	143.67
28087	143.67
28089	143.67
28091	157.67
28093	143.67
28095	143.67
28097	143.67
28099	143.67
28101	143.67
28103	143.67
28105	143.67
28107	143.67
28109	157.67
28111	157.67
28113	143.67
28115	143.67
28117	143.67
28119	143.67
28121	143.67
28123	143.67
28125	143.67
28127	143.67
28129	143.67
28131	157.67
28133	143.67
28135	143.67
28137	143.67
28139	143.67
28141	143.67
28143	143.67
28145	143.67
28147	143.67
28149	143.67
28151	143.67
28153	157.67
28155	143.67
28157	143.67
28159	143.67
28161	143.67
28163	143.67
29001	175.33
29003	175.33
29005	175.33
29007	161.33
29009	150.00
29011	150.00
29013	175.33
29015	150.00
29017	161.33
29019	161.33
29021	175.33
29023	161.33
29025	175.33
29027	161.33
29029	150.00
29031	161.33
29033	175.33
29035	161.33
29037	175.33
29039	150.00
29041	175.33
29043	150.00
29045	161.33
29047	175.33
29049	175.33
29051	161.33
29053	175.33
29055	161.33
29057	150.00
29059	150.00
29061	175.33
29063	175.33
29065	161.33
29067	150.00
29069	161.33
29071	161.33
29073	161.33
29075	175.33
29077	150.00
29079	175.33
29081	175.33
29083	175.33
29085	150.00
29087	175.33
29089	175.33
29091	150.00
29093	161.33
29095	175.33
29097	150.00
29099	161.33
29101	175.33
29103	161.33
29105	150.00
29107	175.33
29109	150.00
29111	161.33
29113	161.33
29115	175.33
29117	175.33
29119	150.00
29121	175.33
29123	161.33
29125	161.33
29127	161.33
29129	175.33
29131	150.00
29133	161.33
29135	150.00
29137	161.33
29139	161.33
29141	150.00
29143	161.33
29145	150.00
29147	175.33
29149	150.00
29151	161.33
29153	150.00
29155	161.33
29157	161.33
29159	175.33
29161	161.33
29163	161.33
29165	175.33
29167	150.00
29169	150.00
29171	175.33
29173	161.33
29175	175.33
29177	175.33
29179	161.33
29181	161.33
29183	161.33
29185	150.00
29186	161.33
29187	161.33
29189	161.33
29195	175.33
29197	175.33
29199	175.33
29201	161.33
29203	150.00
29205	161.33
29207	161.33
29209	150.00
29211	175.33
29213	150.00
29215	150.00
29217	150.00
29219	161.33
29221	161.33
29223	161.33
29225	150.00
29227	175.33
29229	150.00
29510	161.33
30001	190.00
30003	193.33
30005	193.33
30007	190.00
30009	193.33
30011	193.33
30013	190.00
30015	193.33
30017	193.33
30019	193.33
30021	193.33
30023	190.00
30025	193.33
30027	193.33
30029	190.00
30031	193.33
30033	193.33
30035	190.00
30037	193.33
30039	190.00
30041	193.33
30043	190.00
30045	193.33
30047	190.00
30049	190.00
30051	190.00
30053	190.00
30055	193.33
30057	190.00
30059	193.33
30061	190.00
30063	190.00
30065	193.33
30067	193.33
30069	193.33
30071	193.33
30073	190.00
30075	193.33
30077	190.00
30079	193.33
30081	190.00
30083	193.33
30085	193.33
30087	193.33
30089	190.00
30091	193.33
30093	190.00
30095	193.33
30097	193.33
30099	190.00
30101	190.00
30103	193.33
30105	193.33
30107	193.33
30109	193.33
30111	193.33
31001	196.00
31003	196.00
31005	179.33
31007	179.33
31009	179.33
31011	196.00
31013	196.00
31015	196.00
31017	196.00
31019	196.00
31021	179.33
31023	196.00
31025	179.33
31027	179.33
31029	196.00
31031	196.00
31033	196.00
31035	196.00
31037	196.00
31039	179.33
31041	196.00
31043	179.33
31045	196.00
31047	196.00
31049	196.00
31051	179.33
31053	179.33
31055	179.33
31057	196.00
31059	196.00
31061	196.00
31063	196.00
31065	196.00
31067	196.00
31069	196.00
31071	196.00
31073	196.00
31075	179.33
31077	196.00
31079	196.00
31081	196.00
31083	196.00
31085	179.33
31087	196.00
31089	196.00
31091	179.33
31093	196.00
31095	196.00
31097	196.00
31099	196.00
31101	196.00
31103	179.33
31105	196.00
31107	179.33
31109	196.00
31111	196.00
31113	179.33
31115	179.33
31117	179.33
31119	196.00
31121	196.00
31123	196.00
31125	196.00
31127	196.00
31129	196.00
31131	196.00
31133	196.00
31135	196.00
31137	196.00
31139	179.33
31141	196.00
31143	196.00
31145	196.00
31147	196.00
31149	196.00
31151	196.00
31153	179.33
31155	196.00
31157	196.00
31159	196.00
31161	196.00
31163	196.00
31165	196.00
31167	179.33
31169	196.00
31171	179.33
31173	179.33
31175	196.00
31177	179.33
31179	179.33
31181	196.00
31183	179.33
31185	196.00
32001	189.33
32003	167.00
32005	189.33
32007	189.33
32009	189.33
32011	189.33
32013	189.33
32015	189.33
32017	167.00
32019	189.33
32021	189.33
32023	167.00
32027	189.33
32029	189.33
32031	189.33
32033	167.00
32510	189.33
33001	#N/A
33003	#N/A
33005	#N/A
33007	#N/A
33009	#N/A
33011	#N/A
33013	#N/A
33015	#N/A
33017	#N/A
33019	#N/A
34001	227.00
34003	227.00
34005	227.00
34007	227.00
34009	227.00
34011	227.00
34013	227.00
34015	227.00
34017	227.00
34019	227.00
34021	227.00
34023	227.00
34025	227.00
34027	227.00
34029	227.00
34031	227.00
34033	227.00
34035	227.00
34037	227.00
34039	227.00
34041	227.00
35001	180.33
35003	180.33
35005	180.33
35006	180.33
35007	188.67
35009	188.67
35011	188.67
35013	180.33
35015	180.33
35017	180.33
35019	188.67
35021	188.67
35023	180.33
35025	188.67
35027	180.33
35028	188.67
35029	180.33
35031	180.33
35033	188.67
35035	180.33
35037	188.67
35039	188.67
35041	188.67
35043	180.33
35045	180.33
35047	188.67
35049	188.67
35051	180.33
35053	180.33
35055	188.67
35057	180.33
35059	188.67
35061	180.33
36001	236.67
36003	236.67
36005	256.00
36007	239.67
36009	236.67
36011	239.67
36013	236.67
36015	239.67
36017	239.67
36019	236.67
36021	236.67
36023	239.67
36025	236.67
36027	256.00
36029	236.67
36031	236.67
36033	236.67
36035	236.67
36037	239.67
36039	236.67
36041	236.67
36043	236.67
36045	239.67
36047	256.00
36049	239.67
36051	239.67
36053	239.67
36055	239.67
36057	236.67
36059	256.00
36061	256.00
36063	236.67
36065	239.67
36067	239.67
36069	239.67
36071	256.00
36073	239.67
36075	239.67
36077	236.67
36079	256.00
36081	256.00
36083	236.67
36085	256.00
36087	256.00
36089	239.67
36091	236.67
36093	236.67
36095	236.67
36097	239.67
36099	239.67
36101	239.67
36103	256.00
36105	256.00
36107	239.67
36109	239.67
36111	236.67
36113	236.67
36115	236.67
36117	239.67
36119	256.00
36121	236.67
36123	239.67
37001	191.67
37003	177.00
37005	177.67
37007	177.00
37009	177.67
37011	180.67
37013	191.67
37015	191.67
37017	165.33
37019	165.33
37021	180.67
37023	177.00
37025	177.00
37027	177.00
37029	191.67
37031	165.33
37033	177.67
37035	177.00
37037	191.67
37039	180.67
37041	191.67
37043	180.67
37045	177.00
37047	165.33
37049	165.33
37051	191.67
37053	191.67
37055	191.67
37057	177.67
37059	177.67
37061	165.33
37063	191.67
37065	191.67
37067	177.67
37069	191.67
37071	177.00
37073	191.67
37075	180.67
37077	191.67
37079	191.67
37081	177.67
37083	191.67
37085	191.67
37087	180.67
37089	180.67
37091	191.67
37093	191.67
37095	165.33
37097	177.00
37099	180.67
37101	191.67
37103	165.33
37105	191.67
37107	191.67
37109	177.00
37111	180.67
37113	180.67
37115	180.67
37117	191.67
37119	177.00
37121	180.67
37123	177.67
37125	191.67
37127	191.67
37129	165.33
37131	191.67
37133	165.33
37135	191.67
37137	165.33
37139	191.67
37141	165.33
37143	191.67
37145	191.67
37147	191.67
37149	180.67
37151	177.67
37153	177.00
37155	165.33
37157	177.67
37159	177.00
37161	180.67
37163	191.67
37165	191.67
37167	177.00
37169	177.67
37171	177.67
37173	180.67
37175	180.67
37177	191.67
37179	177.00
37181	191.67
37183	191.67
37185	191.67
37187	191.67
37189	180.67
37191	191.67
37193	177.67
37195	191.67
37197	177.67
37199	180.67
38001	208.33
38003	208.33
38005	204.33
38007	208.33
38009	204.33
38011	208.33
38013	204.33
38015	208.33
